Generation;Pokemon Id;Pokedex Number;Pokemon Name;Classification;Alternate Form Name;Original Pokemon ID;Legendary Type;Pokemon Height;Pokemon Weight;Primary Type;Secondary Type;Primary Ability;Primary Ability Description;Secondary Ability;Secondary Ability Description;Hidden Ability;Hidden Ability Description;Special Event Ability;Special Event Ability Description;Male Ratio;Female Ratio;Base Happiness;Game(s) of Origin;Health Stat;Attack Stat;Defense Stat;Special Attack Stat;Special Defense Stat;Speed Stat;Base Stat Total;Health EV;Attack EV;Defense EV;Special Attack EV;Special Defense EV;Speed EV;EV Yield Total;Catch Rate;Experience Growth;Experience Growth Total;Primary Egg Group;Secondary Egg Group;Egg Cycle Count;Pre-Evolution Pokemon Id;Evolution Details;Region;Pre-Evolution Pokemon Id.1;Color
1;236;141;"""Kabutops""";"""Shellfish Pokémon""";;;nan;1.3;40.5;"""Rock""";"""Water""";"""Swift Swim""";"""Boosts the Pokémon's Speed stat in rain.""";"""Battle Armor""";"""Hard armor protects the Pokémon from critical hits.""";"""Weak Armor""";"""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""";;;87.5;12.5;50;"""Red""";60;115;105;65;70;80;495;0;2;0;0;0;0;2;45;"""Medium Fast""";1000000;"""Water 1""";"""Water 3""";30;235.0;"""Level 40""";Kanto;235.0;blue
1;237;142;"""Aerodactyl""";"""Fossil Pokémon""";;;nan;1.8;59.0;"""Rock""";"""Flying""";"""Rock Head""";"""Protects the Pokémon from recoil damage.""";"""Pressure""";"""By putting pressure on the opposing Pokémon, it raises their PP usage.""";"""Unnerve""";"""Unnerves opposing Pokémon and makes them unable to eat Berries.""";;;87.5;12.5;50;"""Red""";80;105;65;60;75;130;515;0;0;0;0;0;2;2;45;"""Slow""";1250000;"""Flying""";;35;;;Kanto;;grey
1;238;143;"""Snorlax""";"""Sleeping Pokémon""";;;nan;2.1;460.0;"""Normal""";;"""Immunity""";"""The immune system of the Pokémon prevents it from getting poisoned.""";"""Thick Fat""";"""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""";"""Gluttony""";"""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""";;;87.5;12.5;50;"""Red""";160;110;65;65;110;30;540;2;0;0;0;0;0;2;25;"""Slow""";1250000;"""Monster""";;40;644.0;;Kanto;644.0;blue
1;242;147;"""Dratini""";"""Dragon Pokémon""";;;nan;1.8;3.3;"""Dragon""";;"""Shed Skin""";"""The Pokémon may heal its own status conditions by shedding its skin.""";;;"""Marvel Scale""";"""The Pokémon's marvelous scales boost the Defense stat if it has a status condition.""";;;50.0;50.0;35;"""Red""";41;64;45;50;50;50;300;0;1;0;0;0;0;1;45;"""Slow""";1250000;"""Water 1""";"""Dragon""";40;;;Kanto;;red
1;243;148;"""Dragonair""";"""Dragon Pokémon""";;;nan;4.0;16.5;"""Dragon""";;"""Shed Skin""";"""The Pokémon may heal its own status conditions by shedding its skin.""";;;"""Marvel Scale""";"""The Pokémon's marvelous scales boost the Defense stat if it has a status condition.""";;;50.0;50.0;35;"""Red""";61;84;65;70;70;70;420;0;2;0;0;0;0;2;45;"""Slow""";1250000;"""Water 1""";"""Dragon""";40;242.0;"""Level 30""";Kanto;242.0;red
1;244;149;"""Dragonite""";"""Dragon Pokémon""";;;nan;2.2;210.0;"""Dragon""";"""Flying""";"""Inner Focus""";"""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""";;;"""Multiscale""";"""Reduces the amount of damage the Pokémon takes while its HP is full.""";;;50.0;50.0;35;"""Red""";91;134;95;100;100;80;600;0;3;0;0;0;0;3;45;"""Slow""";1250000;"""Water 1""";"""Dragon""";40;243.0;"""Level 55""";Kanto;243.0;red
2;245;152;"""Chikorita""";"""Leaf Pokémon""";;;nan;0.9;6.4;"""Grass""";;"""Overgrow""";"""Powers up Grass-type moves when the Pokémon's HP is low.""";;;"""Leaf Guard""";"""Prevents status conditions in harsh sunlight.""";;;87.5;12.5;50;"""Gold""";45;49;65;49;65;45;318;0;0;0;0;1;0;1;45;"""Medium Slow""";1059860;"""Monster""";"""Grass""";20;;;Johto;;red
2;246;153;"""Bayleef""";"""Leaf Pokémon""";;;nan;1.2;15.8;"""Grass""";;"""Overgrow""";"""Powers up Grass-type moves when the Pokémon's HP is low.""";;;"""Leaf Guard""";"""Prevents status conditions in harsh sunlight.""";;;87.5;12.5;50;"""Gold""";60;62;80;63;80;60;405;0;0;1;0;1;0;2;45;"""Medium Slow""";1059860;"""Monster""";"""Grass""";20;245.0;"""Level 16""";Johto;245.0;red
2;247;154;"""Meganium""";"""Herb Pokémon""";;;nan;1.8;100.5;"""Grass""";;"""Overgrow""";"""Powers up Grass-type moves when the Pokémon's HP is low.""";;;"""Leaf Guard""";"""Prevents status conditions in harsh sunlight.""";;;87.5;12.5;50;"""Gold""";80;82;100;83;100;80;525;0;0;1;0;2;0;3;45;"""Medium Slow""";1059860;"""Monster""";"""Grass""";20;246.0;"""Level 32""";Johto;246.0;red
2;248;155;"""Cyndaquil""";"""Fire Mouse Pokémon""";;;nan;0.5;7.9;"""Fire""";;"""Blaze""";"""Powers up Fire-type moves when the Pokémon's HP is low.""";;;"""Flash Fire""";"""Powers up the Pokémon's Fire-type moves if it's hit by one.""";;;87.5;12.5;50;"""Gold""";39;52;43;60;50;65;309;0;0;0;0;0;1;1;45;"""Medium Slow""";1059860;"""Field""";;20;;;Johto;;red
2;249;156;"""Quilava""";"""Volcano Pokémon""";;;nan;0.9;19.0;"""Fire""";;"""Blaze""";"""Powers up Fire-type moves when the Pokémon's HP is low.""";;;"""Flash Fire""";"""Powers up the Pokémon's Fire-type moves if it's hit by one.""";;;87.5;12.5;50;"""Gold""";58;64;58;80;65;80;405;0;0;0;1;0;1;2;45;"""Medium Slow""";1059860;"""Field""";;20;248.0;"""Level 14""";Johto;248.0;red
2;250;157;"""Typhlosion""";"""Volcano Pokémon""";;;nan;1.7;79.5;"""Fire""";;"""Blaze""";"""Powers up Fire-type moves when the Pokémon's HP is low.""";;;"""Flash Fire""";"""Powers up the Pokémon's Fire-type moves if it's hit by one.""";;;87.5;12.5;50;"""Gold""";78;84;78;109;85;100;534;0;0;0;3;0;0;3;45;"""Medium Slow""";1059860;"""Field""";;20;249.0;"""Level 36""";Johto;249.0;red
2;1628;157;"""Typhlosion""";"""Ghost Flame Pokémon""";"""Hisui""";250.0;nan;1.6;69.8;"""Fire""";"""Ghost""";"""Blaze""";"""Powers up Fire-type moves when the Pokémon's HP is low.""";;;"""Frisk""";"""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""";;;87.5;12.5;50;"""Legends Arceus""";73;84;78;119;85;95;534;0;0;0;3;0;0;3;55;"""Medium Slow""";1059860;"""Field""";;20;249.0;"""Level 36 in Hisui""";Johto;249.0;red
2;1628;157;"""Typhlosion""";"""Ghost Flame Pokémon""";"""Hisui""";250.0;nan;1.6;69.8;"""Fire""";"""Ghost""";"""Blaze""";"""Powers up Fire-type moves when the Pokémon's HP is low.""";;;"""Frisk""";"""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""";;;87.5;12.5;50;"""Legends Arceus""";73;84;78;119;85;95;534;0;0;0;3;0;0;3;55;"""Medium Slow""";1059860;"""Field""";;20;249.0;;Johto;249.0;red
2;251;158;"""Totodile""";"""Big Jaw Pokémon""";;;nan;0.6;9.5;"""Water""";;"""Torrent""";"""Powers up Water-type moves when the Pokémon's HP is low.""";;;"""Sheer Force""";"""Removes additional effects to increase the power of moves when attacking.""";;;87.5;12.5;50;"""Gold""";50;65;64;44;48;43;314;0;1;0;0;0;0;1;45;"""Medium Slow""";1059860;"""Monster""";"""Water 1""";20;;;Johto;;red
2;252;159;"""Croconaw""";"""Big Jaw Pokémon""";;;nan;1.1;25.0;"""Water""";;"""Torrent""";"""Powers up Water-type moves when the Pokémon's HP is low.""";;;"""Sheer Force""";"""Removes additional effects to increase the power of moves when attacking.""";;;87.5;12.5;50;"""Gold""";65;80;80;59;63;58;405;0;1;1;0;0;0;2;45;"""Medium Slow""";1059860;"""Monster""";"""Water 1""";20;251.0;"""Level 18""";Johto;251.0;red
2;253;160;"""Feraligatr""";"""Big Jaw Pokémon""";;;nan;2.3;88.8;"""Water""";;"""Torrent""";"""Powers up Water-type moves when the Pokémon's HP is low.""";;;"""Sheer Force""";"""Removes additional effects to increase the power of moves when attacking.""";;;87.5;12.5;50;"""Gold""";85;105;100;79;83;78;530;0;2;1;0;0;0;3;45;"""Medium Slow""";1059860;"""Monster""";"""Water 1""";20;252.0;"""Level 30""";Johto;252.0;red
2;254;161;"""Sentret""";"""Scout Pokémon""";;;nan;0.8;6.0;"""Normal""";;"""Run Away""";"""Enables a sure getaway from wild Pokémon.""";"""Keen Eye""";"""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""";"""Frisk""";"""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""";;;50.0;50.0;50;"""Gold""";35;46;34;35;45;20;215;0;1;0;0;0;0;1;255;"""Medium Fast""";1000000;"""Field""";;15;;;Johto;;blue
2;255;162;"""Furret""";"""Long Body Pokémon""";;;nan;1.8;32.5;"""Normal""";;"""Run Away""";"""Enables a sure getaway from wild Pokémon.""";"""Keen Eye""";"""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""";"""Frisk""";"""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""";;;50.0;50.0;50;"""Gold""";85;76;64;45;55;90;415;0;0;0;0;0;2;2;90;"""Medium Fast""";1000000;"""Field""";;15;254.0;"""Level 15""";Johto;254.0;blue
2;256;163;"""Hoothoot""";"""Owl Pokémon""";;;nan;0.7;21.2;"""Normal""";"""Flying""";"""Insomnia""";"""The Pokémon is suffering from insomnia and cannot fall asleep.""";"""Keen Eye""";"""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""";"""Tinted Lens""";"""The Pokémon can use """"not very effective"""" moves to deal regular damage.""";;;50.0;50.0;50;"""Gold""";60;30;30;36;56;50;262;1;0;0;0;0;0;1;255;"""Medium Fast""";1000000;"""Flying""";;15;;;Johto;;blue
2;257;164;"""Noctowl""";"""Owl Pokémon""";;;nan;1.6;40.8;"""Normal""";"""Flying""";"""Insomnia""";"""The Pokémon is suffering from insomnia and cannot fall asleep.""";"""Keen Eye""";"""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""";"""Tinted Lens""";"""The Pokémon can use """"not very effective"""" moves to deal regular damage.""";;;50.0;50.0;50;"""Gold""";100;50;50;86;96;70;452;2;0;0;0;0;0;2;90;"""Medium Fast""";1000000;"""Flying""";;15;256.0;"""Level 20""";Johto;256.0;blue
2;258;165;"""Ledyba""";"""Five Star Pokémon""";;;nan;1.0;10.8;"""Bug""";"""Flying""";"""Swarm""";"""Powers up Bug-type moves when the Pokémon's HP is low.""";"""Early Bird""";"""The Pokémon awakens from sleep twice as fast as other Pokémon.""";"""Rattled""";"""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""";;;50.0;50.0;50;"""Gold""";40;20;30;40;80;55;265;0;0;0;0;1;0;1;255;"""Fast""";800000;"""Bug""";;15;;;Johto;;blue
2;259;166;"""Ledian""";"""Five Star Pokémon""";;;nan;1.4;35.6;"""Bug""";"""Flying""";"""Swarm""";"""Powers up Bug-type moves when the Pokémon's HP is low.""";"""Early Bird""";"""The Pokémon awakens from sleep twice as fast as other Pokémon.""";"""Iron Fist""";"""Powers up punching moves.""";;;50.0;50.0;50;"""Gold""";55;35;50;55;110;85;390;0;0;0;0;2;0;2;90;"""Fast""";800000;"""Bug""";;15;258.0;"""Level 18""";Johto;258.0;blue
2;260;167;"""Spinarak""";"""String Spit Pokémon""";;;nan;0.5;8.5;"""Bug""";"""Poison""";"""Swarm""";"""Powers up Bug-type moves when the Pokémon's HP is low.""";"""Insomnia""";"""The Pokémon is suffering from insomnia and cannot fall asleep.""";"""Sniper""";"""Powers up moves if they become critical hits when attacking.""";;;50.0;50.0;50;"""Gold""";40;60;40;40;40;30;250;0;1;0;0;0;0;1;255;"""Fast""";800000;"""Bug""";;15;;;Johto;;blue
2;261;168;"""Ariados""";"""Long Leg Pokémon""";;;nan;1.1;33.5;"""Bug""";"""Poison""";"""Swarm""";"""Powers up Bug-type moves when the Pokémon's HP is low.""";"""Insomnia""";"""The Pokémon is suffering from insomnia and cannot fall asleep.""";"""Sniper""";"""Powers up moves if they become critical hits when attacking.""";;;50.0;50.0;50;"""Gold""";70;90;70;60;70;40;400;0;2;0;0;0;0;2;90;"""Fast""";800000;"""Bug""";;15;260.0;"""Level 22""";Johto;260.0;blue
2;63;169;"""Crobat""";"""Bat Pokémon""";;;nan;1.8;75.0;"""Poison""";"""Flying""";"""Inner Focus""";"""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""";;;"""Infiltrator""";"""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""";;;50.0;50.0;50;"""Gold""";85;90;80;70;80;130;535;0;0;0;0;0;3;3;90;"""Medium Fast""";1000000;"""Flying""";;15;62.0;;Johto;62.0;red
2;262;170;"""Chinchou""";"""Angler Pokémon""";;;nan;0.5;12.0;"""Water""";"""Electric""";"""Volt Absorb""";"""Restores HP if hit by an Electric-type move instead of taking damage.""";"""Illuminate""";"""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""";"""Water Absorb""";"""Restores HP if hit by a Water-type move instead of taking damage.""";;;50.0;50.0;50;"""Gold""";75;38;38;56;56;67;330;1;0;0;0;0;0;1;190;"""Slow""";1250000;"""Water 2""";;20;;;Johto;;blue
2;263;171;"""Lanturn""";"""Light Pokémon""";;;nan;1.2;22.5;"""Water""";"""Electric""";"""Volt Absorb""";"""Restores HP if hit by an Electric-type move instead of taking damage.""";"""Illuminate""";"""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""";"""Water Absorb""";"""Restores HP if hit by a Water-type move instead of taking damage.""";;;50.0;50.0;50;"""Gold""";125;58;58;76;76;67;460;2;0;0;0;0;0;2;75;"""Slow""";1250000;"""Water 2""";;20;262.0;"""Level 27""";Johto;262.0;blue
2;88;172;"""Pichu""";"""Tiny Mouse Pokémon""";;;nan;0.3;2.0;"""Electric""";;"""Static""";"""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""";;;"""Lightning Rod""";"""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""";;;50.0;50.0;50;"""Gold""";20;40;15;35;35;60;205;0;0;0;0;0;1;1;190;"""Medium Fast""";1000000;"""No Eggs Discovered""";;10;;;Johto;;red
2;51;173;"""Cleffa""";"""Star Shape Pokémon""";;;nan;0.3;3.0;"""Fairy""";;"""Cute Charm""";"""Contact with the Pokémon may cause infatuation.""";"""Magic Bounce""";"""Reflects status moves instead of getting hit by them.""";"""Friend Guard""";"""Reduces damage done to allies.""";;;25.0;75.0;140;"""Gold""";50;25;28;45;55;15;218;0;0;0;0;1;0;1;150;"""Fast""";800000;"""No Eggs Discovered""";;10;;;Johto;;red
2;58;174;"""Igglybuff""";"""Balloon Pokémon""";;;nan;0.3;1.0;"""Normal""";"""Fairy""";"""Cute Charm""";"""Contact with the Pokémon may cause infatuation.""";"""Competitive""";"""Boosts the Sp. Atk stat sharply when a stat is lowered.""";"""Friend Guard""";"""Reduces damage done to allies.""";;;25.0;75.0;50;"""Gold""";90;30;15;40;20;15;210;1;0;0;0;0;0;1;170;"""Fast""";800000;"""No Eggs Discovered""";;10;;;Johto;;red
2;264;175;"""Togepi""";"""Spike Ball Pokémon""";;;nan;0.3;1.5;"""Fairy""";;"""Hustle""";"""Boosts the Attack stat, but lowers accuracy.""";"""Serene Grace""";"""Boosts the likelihood of additional effects occurring when attacking.""";"""Super Luck""";"""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""";;;87.5;12.5;50;"""Gold""";35;20;65;40;65;20;245;0;0;0;0;1;0;1;190;"""Fast""";800000;"""No Eggs Discovered""";;10;;;Johto;;red
2;265;176;"""Togetic""";"""Happiness Pokémon""";;;nan;0.6;3.2;"""Fairy""";"""Flying""";"""Hustle""";"""Boosts the Attack stat, but lowers accuracy.""";"""Serene Grace""";"""Boosts the likelihood of additional effects occurring when attacking.""";"""Super Luck""";"""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""";;;87.5;12.5;50;"""Gold""";55;40;85;80;105;40;405;0;0;0;0;2;0;2;75;"""Fast""";800000;"""Flying""";"""Fairy""";10;264.0;;Johto;264.0;red
2;266;177;"""Natu""";"""Tiny Bird Pokémon""";;;nan;0.2;2.0;"""Psychic""";"""Flying""";"""Synchronize""";"""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""";"""Early Bird""";"""The Pokémon awakens from sleep twice as fast as other Pokémon.""";"""Magic Bounce""";"""Reflects status moves instead of getting hit by them.""";;;50.0;50.0;50;"""Gold""";40;50;45;70;45;70;320;0;0;0;1;0;0;1;190;"""Medium Fast""";1000000;"""Flying""";;20;;;Johto;;blue
2;267;178;"""Xatu""";"""Mystic Pokémon""";;;nan;1.5;15.0;"""Psychic""";"""Flying""";"""Synchronize""";"""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""";"""Early Bird""";"""The Pokémon awakens from sleep twice as fast as other Pokémon.""";"""Magic Bounce""";"""Reflects status moves instead of getting hit by them.""";;;50.0;50.0;50;"""Gold""";65;75;70;95;70;95;470;0;0;0;1;0;1;2;75;"""Medium Fast""";1000000;"""Flying""";;20;266.0;"""Level 25""";Johto;266.0;blue
2;278;179;"""Mareep""";"""Wool Pokémon""";;;nan;0.6;7.8;"""Electric""";;"""Static""";"""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""";;;"""Plus""";"""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""";;;50.0;50.0;50;"""Gold""";55;40;40;65;45;35;280;0;0;0;1;0;0;1;235;"""Medium Slow""";1059860;"""Monster""";"""Field""";20;;;Johto;;red
2;279;180;"""Flaaffy""";"""Wool Pokémon""";;;nan;0.8;13.3;"""Electric""";;"""Static""";"""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""";;;"""Plus""";"""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""";;;50.0;50.0;50;"""Gold""";70;55;55;80;60;45;365;0;0;0;2;0;0;2;120;"""Medium Slow""";1059860;"""Monster""";"""Field""";20;278.0;"""Level 15""";Johto;278.0;red
2;280;181;"""Ampharos""";"""Light Pokémon""";;;nan;1.4;61.5;"""Electric""";;"""Static""";"""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""";;;"""Plus""";"""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""";;;50.0;50.0;50;"""Gold""";90;75;85;115;90;55;510;0;0;0;3;0;0;3;45;"""Medium Slow""";1059860;"""Monster""";"""Field""";20;279.0;"""Level 30""";Johto;279.0;red
2;67;182;"""Bellossom""";"""Flower Pokémon""";;;nan;0.4;5.8;"""Grass""";;"""Chlorophyll""";"""Boosts the Pokémon's Speed stat in harsh sunlight.""";;;"""Healer""";"""Sometimes heals an ally's status condition.""";;;50.0;50.0;50;"""Gold""";75;80;95;90;100;50;490;0;0;0;0;3;0;3;45;"""Medium Slow""";1059860;"""Grass""";;20;65.0;"""Sun Stone""";Johto;65.0;red
2;283;183;"""Marill""";"""Aqua Mouse Pokémon""";;;nan;0.4;8.5;"""Water""";"""Fairy""";"""Thick Fat""";"""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""";"""Huge Power""";"""Doubles the Pokémon's Attack stat.""";"""Sap Sipper""";"""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""";;;50.0;50.0;50;"""Gold""";70;20;50;20;50;40;250;2;0;0;0;0;0;2;190;"""Fast""";800000;"""Water 1""";"""Fairy""";10;426.0;;Johto;426.0;red
2;284;184;"""Azumarill""";"""Aqua Rabbit Pokémon""";;;nan;0.8;28.5;"""Water""";"""Fairy""";"""Thick Fat""";"""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.""";"""Huge Power""";"""Doubles the Pokémon's Attack stat.""";"""Sap Sipper""";"""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""";;;50.0;50.0;50;"""Gold""";100;50;80;60;80;50;420;3;0;0;0;0;0;3;75;"""Fast""";800000;"""Water 1""";"""Fairy""";10;283.0;"""Level 18""";Johto;283.0;red
2;285;185;"""Sudowoodo""";"""Imitation Pokémon""";;;nan;1.2;38.0;"""Rock""";;"""Sturdy""";"""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""";"""Rock Head""";"""Protects the Pokémon from recoil damage.""";"""Rattled""";"""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""";;;50.0;50.0;50;"""Gold""";70;110;115;30;65;30;420;0;0;2;0;0;0;2;65;"""Medium Fast""";1000000;"""Mineral""";;20;636.0;"""Knowing Mimic""";Johto;636.0;blue
2;286;186;"""Politoed""";"""Frog Pokémon""";;;nan;1.1;33.9;"""Water""";;"""Water Absorb""";"""Restores HP if hit by a Water-type move instead of taking damage.""";"""Damp""";"""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""";"""Drizzle""";"""The Pokémon makes it rain when it enters a battle.""";;;50.0;50.0;50;"""Gold""";90;75;75;90;100;70;500;0;0;0;0;3;0;3;45;"""Medium Slow""";1059860;"""Water 1""";;20;982.0;"""King's Rock""";Johto;982.0;red
2;287;187;"""Hoppip""";"""Cottonweed Pokémon""";;;nan;0.4;0.5;"""Grass""";"""Flying""";"""Chlorophyll""";"""Boosts the Pokémon's Speed stat in harsh sunlight.""";"""Leaf Guard""";"""Prevents status conditions in harsh sunlight.""";"""Infiltrator""";"""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""";;;50.0;50.0;50;"""Gold""";35;35;40;35;55;50;250;0;0;0;0;1;0;1;255;"""Medium Slow""";1059860;"""Fairy""";"""Grass""";20;;;Johto;;red
2;288;188;"""Skiploom""";"""Cottonweed Pokémon""";;;nan;0.6;1.0;"""Grass""";"""Flying""";"""Chlorophyll""";"""Boosts the Pokémon's Speed stat in harsh sunlight.""";"""Leaf Guard""";"""Prevents status conditions in harsh sunlight.""";"""Infiltrator""";"""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""";;;50.0;50.0;50;"""Gold""";55;45;50;45;65;80;340;0;0;0;0;0;2;2;120;"""Medium Slow""";1059860;"""Fairy""";"""Grass""";20;287.0;"""Level 18""";Johto;287.0;red
2;289;189;"""Jumpluff""";"""Cottonweed Pokémon""";;;nan;0.8;3.0;"""Grass""";"""Flying""";"""Chlorophyll""";"""Boosts the Pokémon's Speed stat in harsh sunlight.""";"""Leaf Guard""";"""Prevents status conditions in harsh sunlight.""";"""Infiltrator""";"""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""";;;50.0;50.0;50;"""Gold""";75;55;70;55;95;110;460;0;0;0;0;0;3;3;45;"""Medium Slow""";1059860;"""Fairy""";"""Grass""";20;288.0;"""Level 27""";Johto;288.0;red
2;290;190;"""Aipom""";"""Long Tail Pokémon""";;;nan;0.8;11.5;"""Normal""";;"""Run Away""";"""Enables a sure getaway from wild Pokémon.""";"""Pickup""";"""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""";"""Skill Link""";"""Maximizes the number of times multistrike moves hit.""";;;50.0;50.0;50;"""Gold""";55;70;55;40;55;85;360;0;0;0;0;0;1;1;45;"""Fast""";800000;"""Field""";;20;;;Johto;;blue
2;291;191;"""Sunkern""";"""Seed Pokémon""";;;nan;0.3;1.8;"""Grass""";;"""Chlorophyll""";"""Boosts the Pokémon's Speed stat in harsh sunlight.""";"""Solar Power""";"""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""";"""Early Bird""";"""The Pokémon awakens from sleep twice as fast as other Pokémon.""";;;50.0;50.0;50;"""Gold""";30;30;30;30;30;30;180;0;0;0;1;0;0;1;235;"""Medium Slow""";1059860;"""Grass""";;20;;;Johto;;blue
2;292;192;"""Sunflora""";"""Sun Pokémon""";;;nan;0.8;8.5;"""Grass""";;"""Chlorophyll""";"""Boosts the Pokémon's Speed stat in harsh sunlight.""";"""Solar Power""";"""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""";"""Early Bird""";"""The Pokémon awakens from sleep twice as fast as other Pokémon.""";;;50.0;50.0;50;"""Gold""";75;75;55;105;85;30;425;0;0;0;2;0;0;2;120;"""Medium Slow""";1059860;"""Grass""";;20;291.0;"""Sun Stone""";Johto;291.0;blue
2;293;193;"""Yanma""";"""Clear Wing Pokémon""";;;nan;1.2;38.0;"""Bug""";"""Flying""";"""Speed Boost""";"""Its Speed stat is boosted every turn.""";"""Compound Eyes""";"""The Pokémon's compound eyes boost its accuracy.""";"""Frisk""";"""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""";;;50.0;50.0;50;"""Gold""";65;65;45;75;45;95;390;0;0;0;0;0;1;1;75;"""Medium Fast""";1000000;"""Bug""";;20;;;Johto;;blue
2;294;194;"""Wooper""";"""Water Fish Pokémon""";;;nan;0.4;8.5;"""Water""";"""Ground""";"""Damp""";"""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""";"""Water Absorb""";"""Restores HP if hit by a Water-type move instead of taking damage.""";"""Unaware""";"""When attacking, the Pokémon ignores the target Pokémon's stat changes.""";;;50.0;50.0;50;"""Gold""";55;45;45;25;25;15;210;1;0;0;0;0;0;1;255;"""Medium Fast""";1000000;"""Water 1""";"""Field""";20;;;Johto;;blue
2;1654;194;"""Wooper""";"""Poison Fish Pokémon""";"""Paldea""";294.0;nan;0.4;11.0;"""Poison""";"""Ground""";"""Poison Point""";"""Contact with the Pokémon may poison the attacker.""";"""Water Absorb""";"""Restores HP if hit by a Water-type move instead of taking damage.""";;;;;50.0;50.0;70;"""Scarlet""";55;45;45;25;25;15;210;1;0;0;0;0;0;1;255;"""Medium Fast""";1000000;"""Water 1""";"""Field""";20;;;Johto;;blue
2;295;195;"""Quagsire""";"""Water Fish Pokémon""";;;nan;1.4;75.0;"""Water""";"""Ground""";"""Damp""";"""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""";"""Water Absorb""";"""Restores HP if hit by a Water-type move instead of taking damage.""";"""Unaware""";"""When attacking, the Pokémon ignores the target Pokémon's stat changes.""";;;50.0;50.0;50;"""Gold""";95;85;85;65;65;35;430;2;0;0;0;0;0;2;90;"""Medium Fast""";1000000;"""Water 1""";"""Field""";20;294.0;"""Level 20""";Johto;294.0;blue
2;296;196;"""Espeon""";"""Sun Pokémon""";;;nan;0.9;26.5;"""Psychic""";;"""Synchronize""";"""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""";;;"""Magic Bounce""";"""Reflects status moves instead of getting hit by them.""";;;87.5;12.5;50;"""Gold""";65;65;60;130;95;110;525;0;0;0;2;0;0;2;45;"""Medium Fast""";1000000;"""Field""";;35;228.0;"""During The Day""";Johto;228.0;blue
2;297;197;"""Umbreon""";"""Moonlight Pokémon""";;;nan;1.0;27.0;"""Dark""";;"""Synchronize""";"""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""";;;"""Inner Focus""";"""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""";;;87.5;12.5;35;"""Gold""";95;65;110;60;130;65;525;0;0;0;0;2;0;2;45;"""Medium Fast""";1000000;"""Field""";;35;228.0;"""During The Night""";Johto;228.0;blue
